qid,name,dob,league,sport,league_id,league_id_property,proof_wikidata_url,level,source
Q24837095,Min-Sih Chen,1989-12-06T00:00:00Z,MLB,Baseball,600881,P3541,https://www.wikidata.org/wiki/Q24837095,major,wikidata
Q24901398,Mike Ohlman,1990-12-14T00:00:00Z,MLB,Baseball,572000,P3541,https://www.wikidata.org/wiki/Q24901398,major,wikidata
Q30110121,Pavin Smith,1996-02-06T00:00:00Z,MLB,Baseball,656976,P3541,https://www.wikidata.org/wiki/Q30110121,major,wikidata
Q30121885,Hunter Wood,1993-08-12T00:00:00Z,MLB,Baseball,621056,P3541,https://www.wikidata.org/wiki/Q30121885,major,wikidata
Q30465341,Cameron Perkins,1990-09-27T00:00:00Z,MLB,Baseball,573088,P3541,https://www.wikidata.org/wiki/Q30465341,major,wikidata
Q31180692,Gwak Been,1999-05-28T00:00:00Z,MLB,Baseball,808971,P3541,https://www.wikidata.org/wiki/Q31180692,major,wikidata
Q31213301,Eloy Jiménez,1996-11-27T00:00:00Z,MLB,Baseball,650391,P3541,https://www.wikidata.org/wiki/Q31213301,major,wikidata
Q53036614,Pedro Araújo,1993-07-02T00:00:00Z,MLB,Baseball,606478,P3541,https://www.wikidata.org/wiki/Q53036614,major,wikidata
Q65682507,Adrian Morejón,1999-02-27T00:00:00Z,MLB,Baseball,670970,P3541,https://www.wikidata.org/wiki/Q65682507,major,wikidata
Q106634456,Trevor Megill,1993-12-05T00:00:00Z,MLB,Baseball,656730,P3541,https://www.wikidata.org/wiki/Q106634456,major,wikidata
Q108750903,Roansy Contreras,1999-11-07T00:00:00Z,MLB,Baseball,672710,P3541,https://www.wikidata.org/wiki/Q108750903,major,wikidata
Q119041028,Bryan Woo,2000-01-30T00:00:00Z,MLB,Baseball,693433,P3541,https://www.wikidata.org/wiki/Q119041028,major,wikidata
Q294302,Walter Zenga,1960-04-28T00:00:00Z,MLS,Soccer,walter-zenga,P2398,https://www.wikidata.org/wiki/Q294302,major,wikidata
Q327206,Ancil Elcock,1969-02-17T00:00:00Z,MLS,Soccer,ansil-elcock,P2398,https://www.wikidata.org/wiki/Q327206,major,wikidata
Q351827,Branco,1964-04-04T00:00:00Z,MLS,Soccer,branco,P2398,https://www.wikidata.org/wiki/Q351827,major,wikidata
Q380690,Akira Kaji,1980-01-13T00:00:00Z,MLS,Soccer,akira-kaji,P2398,https://www.wikidata.org/wiki/Q380690,major,wikidata
Q388530,Damien Perrinelle,1983-09-12T00:00:00Z,MLS,Soccer,damien-perrinelle,P2398,https://www.wikidata.org/wiki/Q388530,major,wikidata
Q531814,Kaká,1982-04-22T00:00:00Z,MLS,Soccer,kaka,P2398,https://www.wikidata.org/wiki/Q531814,major,wikidata
Q643105,Simo Valakari,1973-04-28T00:00:00Z,MLS,Soccer,simo-valakari,P2398,https://www.wikidata.org/wiki/Q643105,major,wikidata
Q657446,Jamie Smith,1980-11-20T00:00:00Z,MLS,Soccer,jamie-smith,P2398,https://www.wikidata.org/wiki/Q657446,major,wikidata
Q677926,Innocent Emeghara,1989-05-27T00:00:00Z,MLS,Soccer,innocent,P2398,https://www.wikidata.org/wiki/Q677926,major,wikidata
Q769199,Steve Trittschuh,1965-04-24T00:00:00Z,MLS,Soccer,steve-trittschuh,P2398,https://www.wikidata.org/wiki/Q769199,major,wikidata
Q925535,Steven Smith,1985-08-30T00:00:00Z,MLS,Soccer,steven-smith,P2398,https://www.wikidata.org/wiki/Q925535,major,wikidata
Q937669,Monsef Zerka,1981-08-30T00:00:00Z,MLS,Soccer,monsef-zerka,P2398,https://www.wikidata.org/wiki/Q937669,major,wikidata
Q950343,George John,1987-03-20T00:00:00Z,MLS,Soccer,george-john,P2398,https://www.wikidata.org/wiki/Q950343,major,wikidata
Q1000296,Fred Carreiro,1979-08-18T00:00:00Z,MLS,Soccer,fred,P2398,https://www.wikidata.org/wiki/Q1000296,major,wikidata
Q1333808,Sanna Nyassi,1989-01-31T00:00:00Z,MLS,Soccer,sanna-nyassi,P2398,https://www.wikidata.org/wiki/Q1333808,major,wikidata
Q1334371,Magnus Eriksson,1990-04-08T00:00:00Z,MLS,Soccer,magnus-eriksson,P2398,https://www.wikidata.org/wiki/Q1334371,major,wikidata
Q1382753,Jovan Kirovski,1976-03-18T00:00:00Z,MLS,Soccer,jovan-kirovski,P2398,https://www.wikidata.org/wiki/Q1382753,major,wikidata
Q1701793,John Spencer,1970-09-11T00:00:00Z,MLS,Soccer,john-spencer,P2398,https://www.wikidata.org/wiki/Q1701793,major,wikidata
Q1738928,Wells Thompson,1983-11-25T00:00:00Z,MLS,Soccer,wells-thompson,P2398,https://www.wikidata.org/wiki/Q1738928,major,wikidata
Q1955615,Mustapha Jarju,1986-07-18T00:00:00Z,MLS,Soccer,mustapha-jarju,P2398,https://www.wikidata.org/wiki/Q1955615,major,wikidata
Q2019886,Eddy Viator,1982-06-02T00:00:00Z,MLS,Soccer,eddy-viator,P2398,https://www.wikidata.org/wiki/Q2019886,major,wikidata
Q2039084,Kilian Elkinson,1990-04-02T00:00:00Z,MLS,Soccer,kilian-elkinson,P2398,https://www.wikidata.org/wiki/Q2039084,major,wikidata
Q2306847,Scott Sealy,1981-06-04T00:00:00Z,MLS,Soccer,scott-sealy,P2398,https://www.wikidata.org/wiki/Q2306847,major,wikidata
Q2307010,Todd Dunivant,1980-12-26T00:00:00Z,MLS,Soccer,todd-dunivant,P2398,https://www.wikidata.org/wiki/Q2307010,major,wikidata
Q2337071,Stefan Marinovic,1991-10-07T00:00:00Z,MLS,Soccer,stefan-marinovic,P2398,https://www.wikidata.org/wiki/Q2337071,major,wikidata
Q2455721,Michael Emenalo,1965-07-04T00:00:00Z,MLS,Soccer,michael-emenalo,P2398,https://www.wikidata.org/wiki/Q2455721,major,wikidata
Q2468522,Andrew Jacobson,1985-09-25T00:00:00Z,MLS,Soccer,andrew-jacobson,P2398,https://www.wikidata.org/wiki/Q2468522,major,wikidata
Q2482991,James Marcelin,1986-05-13T00:00:00Z,MLS,Soccer,james-marcelin,P2398,https://www.wikidata.org/wiki/Q2482991,major,wikidata
Q2592598,Adrián Paz,1968-09-09T00:00:00Z,MLS,Soccer,adrian-paz,P2398,https://www.wikidata.org/wiki/Q2592598,major,wikidata
Q2913653,Abe Thompson,1982-01-12T00:00:00Z,MLS,Soccer,abe-thompson,P2398,https://www.wikidata.org/wiki/Q2913653,major,wikidata
Q3045672,Francis Doe,1985-12-25T00:00:00Z,MLS,Soccer,francis-doe,P2398,https://www.wikidata.org/wiki/Q3045672,major,wikidata
Q3180316,Joey Gjertsen,1982-06-13T00:00:00Z,MLS,Soccer,joey-gjertsen,P2398,https://www.wikidata.org/wiki/Q3180316,major,wikidata
Q3184106,Júnior Urso,1989-03-10T00:00:00Z,MLS,Soccer,junior-urso,P2398,https://www.wikidata.org/wiki/Q3184106,major,wikidata
Q3313319,Mike Fucito,1986-03-29T00:00:00Z,MLS,Soccer,mike-fucito,P2398,https://www.wikidata.org/wiki/Q3313319,major,wikidata
Q3616560,Andy Rose,1990-02-13T00:00:00Z,MLS,Soccer,andy-rose,P2398,https://www.wikidata.org/wiki/Q3616560,major,wikidata
Q3720737,Eirik Holmen Johansen,1992-07-12T00:00:00Z,MLS,Soccer,eirik-johansen,P2398,https://www.wikidata.org/wiki/Q3720737,major,wikidata
Q4014974,Vitalis Takawira,1972-09-24T00:00:00Z,MLS,Soccer,vitalis-takawira,P2398,https://www.wikidata.org/wiki/Q4014974,major,wikidata
Q4023294,Yuya Kubo,1993-12-24T00:00:00Z,MLS,Soccer,yuya-kubo,P2398,https://www.wikidata.org/wiki/Q4023294,major,wikidata
Q4720878,Alexandre Morfaw,1987-08-31T00:00:00Z,MLS,Soccer,alexandre-morfaw,P2398,https://www.wikidata.org/wiki/Q4720878,major,wikidata
Q4758615,Andrew Sousa,1989-09-26T00:00:00Z,MLS,Soccer,andrew-sousa,P2398,https://www.wikidata.org/wiki/Q4758615,major,wikidata
Q4965352,Brian Span,1992-02-23T00:00:00Z,MLS,Soccer,brian-span,P2398,https://www.wikidata.org/wiki/Q4965352,major,wikidata
Q5042265,Carlos Ledesma,1964-01-18T00:00:00Z,MLS,Soccer,carlos-ledesma,P2398,https://www.wikidata.org/wiki/Q5042265,major,wikidata
Q5218420,Daniel Peinado,1967-09-28T00:00:00Z,MLS,Soccer,daniel-peinado,P2398,https://www.wikidata.org/wiki/Q5218420,major,wikidata
Q5219031,Daniel Wasson,1984-06-15T00:00:00Z,MLS,Soccer,daniel-wasson,P2398,https://www.wikidata.org/wiki/Q5219031,major,wikidata
Q5220733,Danny Pena,1968-06-17T00:00:00Z,MLS,Soccer,danny-pena,P2398,https://www.wikidata.org/wiki/Q5220733,major,wikidata
Q5221542,Daouda Kanté,1978-07-16T00:00:00Z,MLS,Soccer,daouda-kante,P2398,https://www.wikidata.org/wiki/Q5221542,major,wikidata
Q5240622,David Vaudreuil,1966-12-12T00:00:00Z,MLS,Soccer,david-vaudreuil,P2398,https://www.wikidata.org/wiki/Q5240622,major,wikidata
Q5387673,Eric Vasquez,1982-11-18T00:00:00Z,MLS,Soccer,eric-vasquez,P2398,https://www.wikidata.org/wiki/Q5387673,major,wikidata
Q5515619,Gabriel Farfan,1988-06-23T00:00:00Z,MLS,Soccer,gabriel-farfan,P2398,https://www.wikidata.org/wiki/Q5515619,major,wikidata
Q5525513,Gary Mackay-Steven,1990-08-31T00:00:00Z,MLS,Soccer,gary-mackay-steven,P2398,https://www.wikidata.org/wiki/Q5525513,major,wikidata
Q5530037,Gege Soriola,1988-11-21T00:00:00Z,MLS,Soccer,gege-soriola,P2398,https://www.wikidata.org/wiki/Q5530037,major,wikidata
Q6234943,John Garvey,1969-03-26T00:00:00Z,MLS,Soccer,john-garvey,P2398,https://www.wikidata.org/wiki/Q6234943,major,wikidata
Q6274624,Jonathan Top,1993-01-26T00:00:00Z,MLS,Soccer,jonathan-top,P2398,https://www.wikidata.org/wiki/Q6274624,major,wikidata
Q6277033,Jordan Stone,1984-03-16T00:00:00Z,MLS,Soccer,jordan-stone,P2398,https://www.wikidata.org/wiki/Q6277033,major,wikidata
Q6396719,Kevin Koetters,1968-09-11T00:00:00Z,MLS,Soccer,kevin-koetters,P2398,https://www.wikidata.org/wiki/Q6396719,major,wikidata
Q6483506,Lance Parker,1985-08-19T00:00:00Z,MLS,Soccer,lance-parker,P2398,https://www.wikidata.org/wiki/Q6483506,major,wikidata
Q6525329,Leonard Griffin,1982-09-11T00:00:00Z,MLS,Soccer,leonard-griffin,P2398,https://www.wikidata.org/wiki/Q6525329,major,wikidata
Q6707975,Lyle Yorks,1970-01-30T00:00:00Z,MLS,Soccer,lyle-yorks,P2398,https://www.wikidata.org/wiki/Q6707975,major,wikidata
Q6757700,Marco Rizi,1968-09-15T00:00:00Z,MLS,Soccer,marco-rizi,P2398,https://www.wikidata.org/wiki/Q6757700,major,wikidata
Q6769736,Mark Simpson,1966-03-18T00:00:00Z,MLS,Soccer,mark-simpson,P2398,https://www.wikidata.org/wiki/Q6769736,major,wikidata
Q6789116,Matt Napoleon,1977-08-18T00:00:00Z,MLS,Soccer,matt-napoleon,P2398,https://www.wikidata.org/wiki/Q6789116,major,wikidata
Q6828537,Michael Behonick,1981-01-03T00:00:00Z,MLS,Soccer,michael-behonick,P2398,https://www.wikidata.org/wiki/Q6828537,major,wikidata
Q6830212,Michael Farfan,1988-06-23T00:00:00Z,MLS,Soccer,michael-farfan,P2398,https://www.wikidata.org/wiki/Q6830212,major,wikidata
Q6846274,Mike Caso,1984-07-13T00:00:00Z,MLS,Soccer,mike-caso,P2398,https://www.wikidata.org/wiki/Q6846274,major,wikidata
Q6962297,Nana Kuffour,1985-02-27T00:00:00Z,MLS,Soccer,nana-kuffour,P2398,https://www.wikidata.org/wiki/Q6962297,major,wikidata
Q7030774,Nidal Baba,1972-08-16T00:00:00Z,MLS,Soccer,nidal-baba,P2398,https://www.wikidata.org/wiki/Q7030774,major,wikidata
Q7154519,Paul Young,1968-04-11T00:00:00Z,MLS,Soccer,paul-young,P2398,https://www.wikidata.org/wiki/Q7154519,major,wikidata
Q7382635,Rusty Pierce,1979-07-24T00:00:00Z,MLS,Soccer,rusty-pierce,P2398,https://www.wikidata.org/wiki/Q7382635,major,wikidata
Q7384275,Ryan Maduro,1986-04-06T00:00:00Z,MLS,Soccer,ryan-maduro,P2398,https://www.wikidata.org/wiki/Q7384275,major,wikidata
Q7435484,Scot Thompson,1981-02-11T00:00:00Z,MLS,Soccer,scot-thompson,P2398,https://www.wikidata.org/wiki/Q7435484,major,wikidata
Q7436166,Scott Coufal,1974-08-27T00:00:00Z,MLS,Soccer,scott-coufal,P2398,https://www.wikidata.org/wiki/Q7436166,major,wikidata
Q7462721,Shaker Asad,1979-08-18T00:00:00Z,MLS,Soccer,shaker-asad,P2398,https://www.wikidata.org/wiki/Q7462721,major,wikidata
Q7804029,Tim Murray,1987-07-30T00:00:00Z,MLS,Soccer,tim-murray,P2398,https://www.wikidata.org/wiki/Q7804029,major,wikidata
Q7816840,Tom McLaughlin,1976-09-12T00:00:00Z,MLS,Soccer,tom-mclaughlin,P2398,https://www.wikidata.org/wiki/Q7816840,major,wikidata
Q10384328,Robert Ssejjemba,1980-12-05T00:00:00Z,MLS,Soccer,robert-ssejjemba,P2398,https://www.wikidata.org/wiki/Q10384328,major,wikidata
Q10427147,Jordan Russolillo,1984-04-03T00:00:00Z,MLS,Soccer,jordan-russolillo,P2398,https://www.wikidata.org/wiki/Q10427147,major,wikidata
Q10513578,Jhonny Arteaga,1986-11-24T00:00:00Z,MLS,Soccer,jhonny-arteaga,P2398,https://www.wikidata.org/wiki/Q10513578,major,wikidata
Q15873818,Chad Barson,1991-02-25T00:00:00Z,MLS,Soccer,chad-barson,P2398,https://www.wikidata.org/wiki/Q15873818,major,wikidata
Q15877392,Kellen Gulley,1994-04-06T00:00:00Z,MLS,Soccer,kellen-gulley,P2398,https://www.wikidata.org/wiki/Q15877392,major,wikidata
Q16064587,Mikael Uhre,1994-09-30T00:00:00Z,MLS,Soccer,mikael-uhre,P2398,https://www.wikidata.org/wiki/Q16064587,major,wikidata
Q16150358,Don Anding,1991-05-31T00:00:00Z,MLS,Soccer,don-anding,P2398,https://www.wikidata.org/wiki/Q16150358,major,wikidata
Q16234930,Jack Price,1992-12-19T00:00:00Z,MLS,Soccer,jack-price,P2398,https://www.wikidata.org/wiki/Q16234930,major,wikidata
Q16235799,Carlos Salcedo,1993-09-29T00:00:00Z,MLS,Soccer,carlos-salcedo,P2398,https://www.wikidata.org/wiki/Q16235799,major,wikidata
Q16839906,Danny Garcia,1993-10-14T00:00:00Z,MLS,Soccer,danny-garcia,P2398,https://www.wikidata.org/wiki/Q16839906,major,wikidata
Q18638148,Nikola Vujnović,1997-01-11T00:00:00Z,MLS,Soccer,nikola-vujnovic,P2398,https://www.wikidata.org/wiki/Q18638148,major,wikidata
Q19319791,Alejandro Romero Gamarra,1995-01-11T00:00:00Z,MLS,Soccer,alejandro-romero-gamarra,P2398,https://www.wikidata.org/wiki/Q19319791,major,wikidata
Q19886744,Devron García,1996-02-17T00:00:00Z,MLS,Soccer,devron-garcia,P2398,https://www.wikidata.org/wiki/Q19886744,major,wikidata
Q21621563,Jake Mulraney,1996-04-05T00:00:00Z,MLS,Soccer,jake-mulraney,P2398,https://www.wikidata.org/wiki/Q21621563,major,wikidata
Q23054701,Russell Canouse,1995-06-11T00:00:00Z,MLS,Soccer,russell-canouse,P2398,https://www.wikidata.org/wiki/Q23054701,major,wikidata
Q23416916,Milton Antonio Nunes,1966-11-13T00:00:00Z,MLS,Soccer,zico,P2398,https://www.wikidata.org/wiki/Q23416916,major,wikidata
Q23799550,Cole Missimo,1993-02-15T00:00:00Z,MLS,Soccer,cole-missimo,P2398,https://www.wikidata.org/wiki/Q23799550,major,wikidata
Q23962046,Nigel Robertha,1998-02-13T00:00:00Z,MLS,Soccer,nigel-robertha,P2398,https://www.wikidata.org/wiki/Q23962046,major,wikidata
Q28800388,Djordje Mihailovic,1998-11-10T00:00:00Z,MLS,Soccer,djordje-mihailovic,P2398,https://www.wikidata.org/wiki/Q28800388,major,wikidata
Q60842122,Jordy Alcívar,1999-08-05T00:00:00Z,MLS,Soccer,jordy-alcivar-x8418,P2398,https://www.wikidata.org/wiki/Q60842122,major,wikidata
Q61749507,Daniel,1994-05-06T00:00:00Z,MLS,Soccer,daniel,P2398,https://www.wikidata.org/wiki/Q61749507,major,wikidata
Q84598828,Jeizon Ramírez,2001-03-24T00:00:00Z,MLS,Soccer,jeizon-ramirez,P2398,https://www.wikidata.org/wiki/Q84598828,major,wikidata
Q86345163,Tayvon Gray,2002-08-19T00:00:00Z,MLS,Soccer,tayvon-gray,P2398,https://www.wikidata.org/wiki/Q86345163,major,wikidata
Q106778770,Obed Vargas,2005-08-05T00:00:00Z,MLS,Soccer,obed-vargas,P2398,https://www.wikidata.org/wiki/Q106778770,major,wikidata
Q1921,Blaise Matuidi,1987-04-09T00:00:00Z,MLS,Soccer,blaise-matuidi,P2398,https://www.wikidata.org/wiki/Q1921,major,wikidata
Q296603,Kevin Doyle,1983-09-18T00:00:00Z,MLS,Soccer,kevin-doyle,P2398,https://www.wikidata.org/wiki/Q296603,major,wikidata
Q347603,Matteo Ferrari,1979-12-05T00:00:00Z,MLS,Soccer,matteo-ferrari,P2398,https://www.wikidata.org/wiki/Q347603,major,wikidata
Q460484,Luís Eduardo Schmidt,1979-01-10T00:00:00Z,MLS,Soccer,edu,P2398,https://www.wikidata.org/wiki/Q460484,major,wikidata
Q542444,Miloš Kocić,1985-06-04T00:00:00Z,MLS,Soccer,milos-kocic,P2398,https://www.wikidata.org/wiki/Q542444,major,wikidata
Q721590,Chad Deering,1970-09-02T00:00:00Z,MLS,Soccer,chad-deering,P2398,https://www.wikidata.org/wiki/Q721590,major,wikidata
Q879732,Björn Runström,1984-03-01T00:00:00Z,MLS,Soccer,bjorn-runstrom,P2398,https://www.wikidata.org/wiki/Q879732,major,wikidata
Q933063,Will John,1985-06-13T00:00:00Z,MLS,Soccer,will-john,P2398,https://www.wikidata.org/wiki/Q933063,major,wikidata
Q1146337,Peter Lowry,1985-10-02T00:00:00Z,MLS,Soccer,peter-lowry,P2398,https://www.wikidata.org/wiki/Q1146337,major,wikidata
Q1419778,Eddie Robinson,1978-06-19T00:00:00Z,MLS,Soccer,eddie-robinson,P2398,https://www.wikidata.org/wiki/Q1419778,major,wikidata
Q1515001,Gershon Koffie,1991-08-25T00:00:00Z,MLS,Soccer,gershon-koffie,P2398,https://www.wikidata.org/wiki/Q1515001,major,wikidata
Q1748249,Chris Wingert,1982-06-16T00:00:00Z,MLS,Soccer,chris-wingert,P2398,https://www.wikidata.org/wiki/Q1748249,major,wikidata
Q1983631,Mauricio Ramos,1969-03-09T00:00:00Z,MLS,Soccer,mauricio-ramos,P2398,https://www.wikidata.org/wiki/Q1983631,major,wikidata
Q1989551,Ján Greguš,1991-01-29T00:00:00Z,MLS,Soccer,jan-gregus,P2398,https://www.wikidata.org/wiki/Q1989551,major,wikidata
Q2178099,Ryan Raybould,1983-05-30T00:00:00Z,MLS,Soccer,ryan-raybould,P2398,https://www.wikidata.org/wiki/Q2178099,major,wikidata
Q2228613,Saër Sène,1986-11-04T00:00:00Z,MLS,Soccer,saer-sene,P2398,https://www.wikidata.org/wiki/Q2228613,major,wikidata
Q2469357,Kyle Martino,1981-02-19T00:00:00Z,MLS,Soccer,kyle-martino,P2398,https://www.wikidata.org/wiki/Q2469357,major,wikidata
Q2972221,Ciaran O'Brien,1987-11-17T00:00:00Z,MLS,Soccer,ciaran-obrien,P2398,https://www.wikidata.org/wiki/Q2972221,major,wikidata
Q2983003,Collen Warner,1988-06-24T00:00:00Z,MLS,Soccer,collen-warner,P2398,https://www.wikidata.org/wiki/Q2983003,major,wikidata
Q3302213,Terukazu Tanaka,1985-07-14T00:00:00Z,MLS,Soccer,terukazu-tanaka,P2398,https://www.wikidata.org/wiki/Q3302213,major,wikidata
Q3600369,A. J. Soares,1988-11-28T00:00:00Z,MLS,Soccer,a-j-soares,P2398,https://www.wikidata.org/wiki/Q3600369,major,wikidata
Q3638841,Bernie Ibini-Isei,1992-10-12T00:00:00Z,MLS,Soccer,bernie-ibini,P2398,https://www.wikidata.org/wiki/Q3638841,major,wikidata
Q3714611,Doug Warren,1981-03-18T00:00:00Z,MLS,Soccer,doug-warren,P2398,https://www.wikidata.org/wiki/Q3714611,major,wikidata
Q3760208,Geoff Aunger,1968-02-04T00:00:00Z,MLS,Soccer,geoff-aunger,P2398,https://www.wikidata.org/wiki/Q3760208,major,wikidata
Q3849460,Mark Chung,1970-06-18T00:00:00Z,MLS,Soccer,mark-chung,P2398,https://www.wikidata.org/wiki/Q3849460,major,wikidata
Q4019045,Wes Hart,1977-09-14T00:00:00Z,MLS,Soccer,wes-hart,P2398,https://www.wikidata.org/wiki/Q4019045,major,wikidata
Q4023599,Zach Scott,1980-07-02T00:00:00Z,MLS,Soccer,zach-scott,P2398,https://www.wikidata.org/wiki/Q4023599,major,wikidata
Q4714561,Alejandro Guido,1994-03-22T00:00:00Z,MLS,Soccer,alejandro-guido,P2398,https://www.wikidata.org/wiki/Q4714561,major,wikidata
Q4717519,Alex Monteiro de Lima,1988-12-15T00:00:00Z,MLS,Soccer,alex,P2398,https://www.wikidata.org/wiki/Q4717519,major,wikidata
Q4739856,Amani Walker,1989-12-16T00:00:00Z,MLS,Soccer,amani-walker,P2398,https://www.wikidata.org/wiki/Q4739856,major,wikidata
Q4760903,Andy Kirk,1977-10-03T00:00:00Z,MLS,Soccer,andy-kirk,P2398,https://www.wikidata.org/wiki/Q4760903,major,wikidata
Q4819177,Aubrey Perry,1991-01-20T00:00:00Z,MLS,Soccer,aubrey-perry,P2398,https://www.wikidata.org/wiki/Q4819177,major,wikidata
Q5077378,Charles Eloundou,1994-12-04T00:00:00Z,MLS,Soccer,charles-eloundou,P2398,https://www.wikidata.org/wiki/Q5077378,major,wikidata
Q5087138,Chase Harrison,1984-04-02T00:00:00Z,MLS,Soccer,chase-harrison,P2398,https://www.wikidata.org/wiki/Q5087138,major,wikidata
Q5261982,Derek Gaudet,1989-05-14T00:00:00Z,MLS,Soccer,derek-gaudet,P2398,https://www.wikidata.org/wiki/Q5261982,major,wikidata
Q5279401,Dionysius Sebwe,1969-03-07T00:00:00Z,MLS,Soccer,dionysus-sebwe,P2398,https://www.wikidata.org/wiki/Q5279401,major,wikidata
Q5386415,Eric Ebert,1984-08-27T00:00:00Z,MLS,Soccer,eric-ebert,P2398,https://www.wikidata.org/wiki/Q5386415,major,wikidata
Q5526020,Gary Sullivan,1982-06-24T00:00:00Z,MLS,Soccer,gary-sullivan,P2398,https://www.wikidata.org/wiki/Q5526020,major,wikidata
Q5605462,Greg Dalby,1985-11-03T00:00:00Z,MLS,Soccer,greg-dalby,P2398,https://www.wikidata.org/wiki/Q5605462,major,wikidata
Q5959005,Kendall Waston,1988-01-01T00:00:00Z,MLS,Soccer,kendall-waston,P2398,https://www.wikidata.org/wiki/Q5959005,major,wikidata
Q5981589,Ian Fuller,1979-08-31T00:00:00Z,MLS,Soccer,ian-fuller,P2398,https://www.wikidata.org/wiki/Q5981589,major,wikidata
Q6074576,Irving Garcia,1988-02-04T00:00:00Z,MLS,Soccer,irving-garcia,P2398,https://www.wikidata.org/wiki/Q6074576,major,wikidata
Q6087996,Mohammed Saeid,1990-12-24T00:00:00Z,MLS,Soccer,mohammed-saeid,P2398,https://www.wikidata.org/wiki/Q6087996,major,wikidata
Q6173712,Jeff DiMaria,1977-05-15T00:00:00Z,MLS,Soccer,jeff-dimaria,P2398,https://www.wikidata.org/wiki/Q6173712,major,wikidata
Q6213017,Joe Willis,1988-08-10T00:00:00Z,MLS,Soccer,joe-willis,P2398,https://www.wikidata.org/wiki/Q6213017,major,wikidata
Q6277809,Jorge Castañeda,1970-01-12T00:00:00Z,MLS,Soccer,tote-castaneda,P2398,https://www.wikidata.org/wiki/Q6277809,major,wikidata
Q6299761,Juan Forchetti,1981-04-01T00:00:00Z,MLS,Soccer,juan-forchetti,P2398,https://www.wikidata.org/wiki/Q6299761,major,wikidata
Q6317576,Justin Evans,1977-01-31T00:00:00Z,MLS,Soccer,justin-evans,P2398,https://www.wikidata.org/wiki/Q6317576,major,wikidata
Q6317703,Justin Hughes,1985-04-23T00:00:00Z,MLS,Soccer,justin-hughes,P2398,https://www.wikidata.org/wiki/Q6317703,major,wikidata
Q6396214,Kevin East,1971-03-29T00:00:00Z,MLS,Soccer,kevin-east,P2398,https://www.wikidata.org/wiki/Q6396214,major,wikidata
Q6687545,Louis Ken-Kwofie,1969-02-06T00:00:00Z,MLS,Soccer,louis-ken-kwofie,P2398,https://www.wikidata.org/wiki/Q6687545,major,wikidata
Q6767397,Mark Dougherty,1967-11-07T00:00:00Z,MLS,Soccer,mark-dougherty,P2398,https://www.wikidata.org/wiki/Q6767397,major,wikidata
Q6846296,Mike Chabala,1984-05-24T00:00:00Z,MLS,Soccer,mike-chabala,P2398,https://www.wikidata.org/wiki/Q6846296,major,wikidata
Q6919015,Mouloud Akloul,1983-03-18T00:00:00Z,MLS,Soccer,mouloud-akloul,P2398,https://www.wikidata.org/wiki/Q6919015,major,wikidata
Q7003823,Neven Marković,1987-02-20T00:00:00Z,MLS,Soccer,neven-markovic,P2398,https://www.wikidata.org/wiki/Q7003823,major,wikidata
Q7173168,Peter Canero,1981-01-18T00:00:00Z,MLS,Soccer,peter-canero,P2398,https://www.wikidata.org/wiki/Q7173168,major,wikidata
Q7293939,Raphael Augusto,1991-03-06T00:00:00Z,MLS,Soccer,raphael-augusto,P2398,https://www.wikidata.org/wiki/Q7293939,major,wikidata
Q7381720,Russell Payne,1975-07-13T00:00:00Z,MLS,Soccer,russell-payne,P2398,https://www.wikidata.org/wiki/Q7381720,major,wikidata
Q7384589,Ryan Tinsley,1971-10-01T00:00:00Z,MLS,Soccer,ryan-tinsley,P2398,https://www.wikidata.org/wiki/Q7384589,major,wikidata
Q7399893,Said Fazlagić,1969-01-25T00:00:00Z,MLS,Soccer,said-fazlagic,P2398,https://www.wikidata.org/wiki/Q7399893,major,wikidata
Q7403260,Sal Caccavale,1985-05-16T00:00:00Z,MLS,Soccer,sal-caccavale,P2398,https://www.wikidata.org/wiki/Q7403260,major,wikidata
Q7436061,Scott Budnick,1971-10-28T00:00:00Z,MLS,Soccer,scott-budnick,P2398,https://www.wikidata.org/wiki/Q7436061,major,wikidata
Q7491417,Shawn Medved,1967-06-16T00:00:00Z,MLS,Soccer,shawn-medved,P2398,https://www.wikidata.org/wiki/Q7491417,major,wikidata
Q7597759,Stan Lembryk,1969-08-08T00:00:00Z,MLS,Soccer,stan-lembryk,P2398,https://www.wikidata.org/wiki/Q7597759,major,wikidata
Q7680204,Tally Hall,1985-05-12T00:00:00Z,MLS,Soccer,tally-hall,P2398,https://www.wikidata.org/wiki/Q7680204,major,wikidata
Q7783833,Thiago Corrêa,1982-04-07T00:00:00Z,MLS,Soccer,thiago,P2398,https://www.wikidata.org/wiki/Q7783833,major,wikidata
Q7846817,Troy Edwards,1964-01-21T00:00:00Z,MLS,Soccer,troy-edwards,P2398,https://www.wikidata.org/wiki/Q7846817,major,wikidata
Q8016337,William Oliveira,1984-05-31T00:00:00Z,MLS,Soccer,willian-oliveira,P2398,https://www.wikidata.org/wiki/Q8016337,major,wikidata
Q10379761,Danny Wynn,1983-09-25T00:00:00Z,MLS,Soccer,danny-wynn,P2398,https://www.wikidata.org/wiki/Q10379761,major,wikidata
Q10425040,Andy Rosenband,1981-04-27T00:00:00Z,MLS,Soccer,andy-rosenband,P2398,https://www.wikidata.org/wiki/Q10425040,major,wikidata
